Track,Album Name,Artist,Release Date,Spotify Streams,YouTube Views,TikTok Views
SNAP,SNAP,Rosa Linn,3/19/2022,1039482815.0,14074005.0,6824133.0
Lambiyan Raataan,Lambiyan Raataan - Single,Jubin Nautiyal,8/27/2021,53437.0,1498796051.0,950474.0
Gangnam Style (ï¿½ï¿½ï¿½ï¿½ï¿½ï,Hits For Kids 29,PSY,1/1/2012,477162323.0,5849588091.0,578660460.0
Criminal,Criminal,NATTI NATASHA,8/18/2017,889098343.0,2707034440.0,312894649.0
Chantaje,Chantaje,Shakira,1/1/2016,1006124005.0,3290132416.0,270324375.0
Laugh Now Cry Later (feat. Lil Durk),Laugh Now Cry Later (feat. Lil Durk),Drake,8/14/2020,962634706.0,645367972.0,232612189.0
Psycho,Psycho (feat. Ty Dolla $ign),Post Malone,2/23/2018,1517935273.0,1316530001.0,41586060.0
Casanova,Casanova,Soolking,7/6/2023,191488217.0,205292316.0,143392887.0
Holanda,Holanda,Jhayco,7/28/2023,320174752.0,104188558.0,1510621389.0
Faded,Faded,Alan Walker,12/4/2015,1943842010.0,439888055.0,4682512450.0
Cough,Cough,Kizz Daniel,10/13/2022,86103527.0,211940922.0,1387044831.0
Afraid To Feel,Afraid To Feel,LF SYSTEM,5/2/2022,355203657.0,46743730.0,1767047572.0
Wow.,Wow.,Post Malone,12/24/2018,1680612367.0,630890897.0,477810652.0
Radioactive,Hear Me EP,Imagine Dragons,1/1/2012,1836362703.0,1838544809.0,640674307.0
RITMO (Bad Boys For Life),RITMO (Bad Boys For Life),Black Eyed Peas,10/12/2019,961358721.0,1188737111.0,307352160.0
hot girl bummer,hot girl bummer,blackbear,8/23/2019,1265080733.0,356598545.0,579006925.0
Dancing With A Stranger (with Normani),Dancing With A Stranger (with Normani),Sam Smith,1/11/2019,1349115675.0,1029803478.0,102120652.0
Heartbreak Anniversary,HEARTBREAK ANNIVERSARY,Giveon,2/21/2020,1157206056.0,158131164.0,3272868374.0
Toxic,Faded,BoyWithUke,9/10/2021,690010618.0,366093721.0,2787939961.0
Tennessee Whiskey,Tennessee Whiskey,Chris Stapleton,4/28/2015,954073526.0,1153379467.0,243324273.0
Up,Up (Instrumental),Cardi B,2/4/2021,646916214.0,496850951.0,6912025468.0
UN PREVIEW,UN PREVIEW,Bad Bunny,9/25/2023,253455087.0,71940311.0,96982970.0
Prada Dem (feat. Offset),Prada Dem (feat. Offset),Gunna,3/15/2024,57374288.0,10657679.0,9200000.0
Don't Be Shy,Don't Be Shy - Single,Tiï¿½ï¿,8/12/2021,686371118.0,479721274.0,2298614237.0
Sabor Fresa,Sabor Fresa,Fuerza Regida,6/22/2023,502536183.0,151406654.0,866457165.0
MON LOVE OHO,MON LOVE OHO,Liamsi,4/7/2023,24215252.0,12381597.0,3302969819.0
Surround Sound (feat. 21 Savage & Baby Tate),Surround Sound (feat. 21 Savage & Baby Tate),JID,1/14/2022,548724288.0,91605414.0,813374956.0
Feather,emails i canï¿½ï¿½ï¿½t send fwd,Sabrina Carpenter,3/17/2023,488979989.0,88126911.0,443060258.0
Super Gremlin,Sniper Gang Presents Syko Bob & Snapkatt: Nightmare Babies,Kodak Black,10/30/2021,416955991.0,174009595.0,1163709610.0
Natural,Natural,Imagine Dragons,7/17/2018,1228556153.0,1220581919.0,396994100.0
La Triple M,La Triple M,Mawell,6/2/2023,44557662.0,88674781.0,1729443890.0
OUT WEST (feat. Young Thug),JACKBOYS,JACKBOYS,12/27/2019,709850383.0,75540671.0,1876371239.0
High Hopes,High Hopes On Saturday Night,Panic! At The Disco,5/23/2018,1602076880.0,284427491.0,790904602.0
Memory Reboot,Memory Reboot,Vï¿½,1/13/2023,168087455.0,139656144.0,1559678788.0
Side To Side,Dangerous Woman,Ariana Grande,4/1/2016,1427792654.0,2458018861.0,413361240.0
Build a Bitch,Build a Bitch,Bella Poarch,5/14/2021,452542081.0,575228171.0,10270227664.0
"Natanael Cano: Bzrp Music Sessions, Vol. 59","Natanael Cano: Bzrp Music Sessions, Vol. 59",Bizarrap,4/2/2024,126619484.0,55418429.0,556900.0
Y LLORO,$AD BOYZ 4 LIFE II,Junior H,10/5/2023,363816146.0,189158687.0,114779266.0
Streets,Hot Pink,Doja Cat,11/7/2019,1056939084.0,702463556.0,3347862526.0
How We Roll,How We Roll,Ciara,8/4/2023,36007719.0,66350451.0,344537974.0
"Satranga (From ""Animal"")","Satranga (From ""Animal"") - Single",Arijit Singh,10/28/2023,214352397.0,240762258.0,190.0
My Universe,My Universe,Coldplay,9/24/2021,1269607301.0,518912320.0,1700398150.0
Peaches & Eggplants (feat. 21 Savage),Peaches & Eggplants (feat. 21 Savage),Young Nudy,2/27/2023,157446814.0,120010894.0,142468312.0
"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)","Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,10/8/2021,248749251.0,318002064.0,142448123.0
O Me Voy O Te Vas,O Me Voy O Te Vas,Natanael Cano,10/11/2023,226233020.0,232513811.0,588601.0
Girls Like You (feat. Cardi B),Red Pill Blues (Deluxe),Maroon 5,11/3/2017,1650167380.0,1225467157.0,405895763.0
Slime You Out (feat. SZA),Slime You Out,Drake,9/15/2023,202169670.0,4800069.0,26954111.0
Therefore I Am,Therefore I Am,Billie Eilish,11/12/2020,805133547.0,357556016.0,2252801256.0
Wish You The Best,Wish You The Best,Lewis Capaldi,4/14/2023,245513981.0,99697837.0,76397270.0
Stitches,Stitches,Shawn Mendes,2/10/2015,1907768690.0,2115112270.0,403748250.0
Back On 74,Back On 74,Jungle,7/28/2023,212122034.0,49794673.0,555529368.0
"Welcome To Rosas - From ""Wish""","Welcome To Rosas (From ""Wish"")",Ariana DeBose,11/1/2023,12375503.0,4496444.0,68519117.0
Por Mi Mexico (Remix),"Por Mi Mï¿½ï¿½xico (Remix) [feat. Dharius, C-Kan, MC Davo & Neto Peï¿½ï¿½a] ",Lefty Sm,8/25/2023,98795736.0,236734405.0,319127773.0
THIS YEAR (Blessings),THIS YEAR (Blessings) (feat. Ehis 'D' Greatest) - Single,Victor Thompson,1/4/2023,134208327.0,93787998.0,2460084219.0
Fair Trade (with Travis Scott),Certified Lover Boy,Drake,9/3/2021,819136167.0,173633158.0,327393753.0
Mayores,Mayores,Becky G,7/14/2017,709559454.0,2660240919.0,258215382.0
CHORRITO PA LAS ANIMAS,SIXDO,Feid,12/2/2022,558560568.0,228242847.0,1339213086.0
White Horse,White Horse,Chris Stapleton,7/21/2023,155443055.0,38442511.0,47123023.0
Ojitos Rojos,Ojitos Rojos - Single,Grupo Frontera,7/21/2023,221287566.0,291073034.0,131877555.0
La Morocha,La Morocha,Luck Ra,7/7/2023,161280933.0,289561672.0,348308009.0
Who Is Your Guy?,Who Is Your Guy?,Spyro,11/25/2022,21236593.0,173334286.0,618545163.0
You Right,You Right,Doja Cat,6/24/2021,831648193.0,379404120.0,397005694.0
AMG,AMG,Natanael Cano,11/24/2022,674025091.0,323942993.0,1294755383.0
Bandido,Bandido,Myke Towers,12/10/2020,700122551.0,1036334853.0,363627962.0
Karma,Karma,JoJo Siwa,4/5/2024,17310258.0,43892777.0,1314113353.0
El Gordo Trae El Mando,El Gordo Trae El Mando,Chino Pacas,1/27/2023,545234876.0,178469204.0,1417345345.0
Ya No Tengo Tu Love,Origami,Sie7e,12/6/2023,4561175.0,5599363.0,16150470.0
52 Gaj Ka Daman,52 Gaj Ka Daman,Renuka Panwar,10/2/2020,48929060.0,1736697874.0,163717881.0
FTCU,Pink Friday 2,Nicki Minaj,12/8/2023,167977668.0,38901823.0,13158593.0
Go Crazy,Slime & B,Young Thug,5/5/2020,699336080.0,363333168.0,42692526.0
La Jumpa,La Jumpa,Arcï¿½ï¿½,11/30/2022,716829483.0,131057530.0,348775704.0
I Don't Care,I Don't Care - Single,Boy Spyce,2/23/2024,3475009.0,3869518.0,50840.0
Roar,2013 The Hottest,Katy Perry,1/1/2013,1156191242.0,4386626671.0,385015724.0
No Guidance (feat. Drake),No Guidance (feat. Drake),Chris Brown,6/8/2019,1030515485.0,809218963.0,451934036.0
34+35,Positions,Ariana Grande,10/30/2020,978617707.0,722372895.0,359903081.0
Permission to Dance,Butter / Permission to Dance,BTS,7/9/2021,675763141.0,881072427.0,3653167411.0
changes,changes,XXXTENTACION,3/2/2018,1366479990.0,1002422657.0,1763949180.0
Tell Ur Girlfriend,Tell Ur Girlfriend,Lay Bankz,2/7/2024,167431139.0,28987197.0,235871001.0
Sunday Best,Where the Light Is,Surfaces,8/28/2018,952626904.0,195696821.0,2800998751.0
Guli Mata,Guli Mata,Saad Lamjarred,7/12/2023,75152048.0,386890237.0,1152931.0
HOLA PERDIDA,HOLA PERDIDA,Luck Ra,1/5/2024,110573724.0,143032680.0,6600.0
Better,Better,Khalid,9/14/2018,1355539058.0,1260752640.0,1105088867.0
I Don't Care (with Justin Bieber),I Don't Care (with Justin Bieber),Ed Sheeran,5/10/2019,1816356140.0,1095859229.0,246666552.0
Substitution,Substitution,Purple Disco Machine,3/30/2023,218035732.0,87739719.0,61830611.0
Automotivo Bibi Fogosa,Automotivo Bibi Fogosa,Bibi Babydoll,5/19/2023,267867000.0,109440296.0,1908916908.0
MERCHO,MERCHO,LiL CaKe,12/16/2022,366462735.0,184622271.0,2944174250.0
Bandook,Bandook,Nirvair Pannu,5/30/2020,40178056.0,156528470.0,1349843169.0
Silence,Silence,Marshmello,8/11/2017,1592440653.0,783959373.0,807230686.0
Miï¿½ï¿½n,Miï¿½ï¿½n,TINI,4/29/2021,723722454.0,869498397.0,1607695575.0
Trap Queen,Trap Queen,Fetty Wap,12/15/2014,1182373720.0,1260463421.0,414475658.0
Sign of the Times,Sign of the Times,Harry Styles,4/7/2017,1532653504.0,1799935129.0,500970525.0
METAMORPHOSIS,METAMORPHOSIS,INTERWORLD,11/25/2021,624007138.0,300340121.0,2052187356.0
Botella Tras Botella,Botella Tras Botella,Gera MX,4/23/2021,647496971.0,895962908.0,396552302.0
"Me, Myself & I","Me, Myself & I",G-Eazy,10/14/2015,1280838046.0,807688972.0,439764052.0
"Steal The Show - From ""Elemental""","Steal The Show (From ""Elemental"")",Lauv,6/2/2023,117717973.0,198045947.0,409104776.0
Lut Gaye,Lut Gaye,Jubin Nautiyal,2/17/2021,171856399.0,1524735898.0,2560589.0
Piel,Piel,Tiago PZK,2/1/2024,128833634.0,114263622.0,31395017.0
Pasoori,Pasoori,Shae Gill,2/6/2022,346971014.0,928440031.0,2638039.0
the boy is mine,eternal sunshine,Ariana Grande,3/8/2024,175336290.0,44458370.0,3842071.0
Lay Low,Lay Low,Tiï¿½ï¿,1/6/2023,406141247.0,91367578.0,588640576.0
Bounce When She Walk,Bounce When She Walk,Ohboyprince,2/3/2023,18637452.0,6534668.0,3179523129.0
Hold My Hand,"Hold My Hand (Music From The Motion Picture ""Top Gun: Maverick"")",Lady Gaga,5/3/2022,315680664.0,317472115.0,424398738.0
Big Energy,Big Energy - Single,Latto,9/24/2021,324162855.0,60970543.0,994551093.0
Goodbyes (feat. Young Thug),Goodbyes (Feat. Young Thug),Post Malone,7/5/2019,1263989128.0,795828166.0,78005488.0
Location,Location,Khalid,5/24/2016,1369299352.0,815137609.0,77860109.0
Italodisco,Italodisco,The Kolors,5/5/2023,142141861.0,142319744.0,403681891.0
Perfect Night,Perfect Night,LE SSERAFIM,10/27/2023,279667395.0,93707680.0,1178951518.0
Vida de Rico,Vida de Rico,Camilo,9/21/2020,568823269.0,1094129734.0,835046287.0
Frï¿½ï¿½gil (feat. Grupo Front,Frï¿½ï¿½gil (feat. Grupo Front,Yahritza Y Su Esencia,4/7/2023,432988420.0,194658217.0,750998497.0
In My Feelings,Scorpion,Drake,6/29/2018,1389607643.0,749282095.0,521014819.0
You Broke My Heart,For All The Dogs Scary Hours Edition,Drake,10/6/2023,123522254.0,21213402.0,3432405.0
Attention,Attention,Charlie Puth,4/20/2017,1800254516.0,1875529996.0,759021013.0
Zhurek,Zhurek,Adam,10/6/2023,8893883.0,238585397.0,1640900.0
Let Me Down Slowly,Let Me Down Slowly,Alec Benjamin,5/25/2018,1709991997.0,1447964376.0,2833687729.0
In The End,In the End,Tommee Profitt,4/6/2018,85068645.0,1615682416.0,6274917849.0
Took Her To The O,Took Her To The O,King Von,2/21/2020,497832707.0,265905159.0,644816718.0
Boyfriend,Boyfriend,Dove Cameron,2/11/2022,637836235.0,182917309.0,1955825500.0
Orquestra Maldita,Orquestra Maldita,TRASHXRL,6/15/2023,119445482.0,52878314.0,3177714575.0
Sucker,Sucker,Jonas Brothers,3/1/2019,1411856834.0,641158161.0,280853608.0
Alone,Alone,Marshmello,5/13/2016,561103984.0,3130843590.0,462245126.0
Pareja Del Aï¿½,Pareja Del Aï¿½,Sebastian Yatra,4/16/2021,817933263.0,658407296.0,870762842.0
PAINTING PICTURES,5LBS OF PRESSURE,Superstar Pride,10/20/2022,193109326.0,64413388.0,1526856459.0
GOOBA,GOOBA,6ix9ine,5/8/2020,472027271.0,1012949756.0,4846286370.0
THE DINER,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,66101468.0,4252419.0,11200000.0
Light Switch,Light Switch (Instrumental),Charlie Puth,1/19/2022,593554969.0,284499511.0,4729678365.0
On Me,On Me,Lil Baby,12/4/2020,368017246.0,227182263.0,198936453.0
when the party's over,when the party's over,Billie Eilish,10/17/2018,1845938685.0,931398498.0,1349258289.0
Love The Way You Lie,538 Hitzone 55,Eminem,1/1/2010,1532052160.0,3009144927.0,223136013.0
Party,Un Verano Sin Ti,Bad Bunny,5/6/2022,725076772.0,296661885.0,3014389754.0
Make You Mine,Make You Mine,Madison Beer,2/9/2024,127909006.0,26653465.0,295301300.0
Freaks,Freaks,Surf Curse,5/15/2021,1089328286.0,256738121.0,2110692.0
In Da Getto,In Da Getto,J Balvin,7/2/2021,484375103.0,218975838.0,6219918723.0
Chale,Chale - Single,Eden Muï¿½ï,2/18/2022,414104069.0,665626745.0,2953043191.0
Tarot,Un Verano Sin Ti,Bad Bunny,5/6/2022,742515730.0,275203830.0,2486183983.0
Mas Existe um Lugar,Mas Existe um Lugar - Single,Kaio Viana,3/23/2023,24963236.0,96957064.0,670846125.0
Petit gï¿½ï¿,Petit gï¿½ï¿,Jungeli,8/4/2023,159181956.0,159092284.0,37717213.0
ýýý,Show - Single,Ado,9/6/2023,114381380.0,230252306.0,613717046.0
Work,ANTI (Deluxe),Rihanna,1/28/2016,1399521364.0,1662063771.0,36448419.0
Normal,Normal,Feid,7/8/2022,724772954.0,395704504.0,237386912.0
LALALALA,ROCK-STAR,Stray Kids,11/10/2023,154592041.0,161998287.0,430312931.0
Sum 2 Prove,Sum 2 Prove,Lil Baby,1/10/2020,444934033.0,411628542.0,238372502.0
Lottery (Renegade),Lottery,K CAMP,4/1/2019,173526912.0,102774513.0,6653535769.0
Meant to Be (feat. Florida Georgia Line),All Your Fault: Pt. 2,Bebe Rexha,8/11/2017,1382191196.0,1318325154.0,260253261.0
Good Days,Good Days,SZA,12/25/2020,1105805922.0,295872840.0,920329965.0
Leave Before You Love Me (with Jonas Brothers),Summer 2021,Marshmello,4/28/2021,844630935.0,269892715.0,182430905.0
Youngblood,Youngblood,5 Seconds of Summer,4/12/2018,1790579305.0,792369989.0,81167209.0
Sweater Weather,I'm Sorry...,The Neighbourhood,1/1/2012,2916412507.0,1648485745.0,2911383718.0
Merayu Tuhan,Merayu Tuhan,Tri Suaka,8/15/2023,8517888.0,71408616.0,540360680.0
Can We Kiss Forever?,Can We Kiss Forever?,Kina,8/31/2018,634493511.0,325005278.0,6459413096.0
Felices los 4,Felices los 4,Maluma,4/21/2017,932817713.0,2349558424.0,177718441.0
Relaciï¿½,Relaciï¿½,Sech,4/2/2020,468900803.0,1137550621.0,1052766873.0
ELOVRGA,Elovrga - Single,Alex Favela,8/18/2023,333899135.0,180084509.0,704890346.0
Party Girl,Party Girl,StaySolidRocky,4/21/2020,730440576.0,199161217.0,3194124847.0
I Feel It Coming,I Feel It Coming,The Weeknd,11/17/2016,1749088490.0,1489647996.0,36437.0
Get In With Me,Get In With Me - Single,Bossman Dlow,1/19/2024,39401314.0,45484183.0,46178900.0
Agua (with J Balvin),"Agua (with J Balvin) [Music From ""Sponge On The Run"" Movie]",Tainy,7/9/2020,391856304.0,1040938222.0,1423789944.0
Human,Human,Rag'n'Bone Man,7/21/2016,1013083048.0,1900272147.0,1070508080.0
snowfall,Snowfall - Single,ýýneheart,1/14/2022,652949750.0,46232838.0,10888392002.0
La_Original.mp3,La_Original.mp3,Emilia,11/2/2023,184441175.0,109532952.0,529217516.0
Pagodï¿½ï¿½o do Birimbola (Tchubirabi,Pagodï¿½ï¿½o do Birimbola (Tchubirabi,Os Quebradeiras,11/11/2022,54513960.0,183119.0,6429494637.0
Ice Cream (with Selena Gomez),Ice Cream (with Selena Gomez),BLACKPINK,8/28/2020,574505748.0,1037344011.0,1928057718.0
Deja Vu,minisode 3: TOMORROW,TOMORROW X TOGETHER,4/1/2024,75894056.0,70842688.0,59546295.0
MIDDLE CHILD,MIDDLE CHILD,J. Cole,1/24/2019,1285518117.0,606135388.0,72297780.0
TO THE MOON,TO THE MOON,JNR CHOI,11/5/2021,274647899.0,64640927.0,7062611890.0
Fancy Like,Country Stuff,Walker Hayes,6/4/2021,328697441.0,174775864.0,2074178281.0
The Color Violet,Alone At Prom,Tory Lanez,12/10/2021,806918358.0,105278538.0,251896836.0
S91,S91,KAROL G,7/14/2023,240161044.0,164645464.0,257922639.0
LALISA,LALISA,LISA,9/10/2021,502655066.0,900358198.0,1612602199.0
Levitating,Future Nostalgia,Dua Lipa,3/27/2020,946842175.0,39855160.0,4779580212.0
RUBICON,Gï¿½ï¿½N,Peso Pluma,6/22/2023,246224964.0,147798315.0,278318607.0
Gimme Love,Gimme Love,Sia,9/13/2023,105947434.0,27707323.0,12855128.0
Demons,Continued Silence - EP,Imagine Dragons,1/1/2012,2270796677.0,1738647396.0,296361891.0
Supalonely,STELLA & STEVE,BENEE,11/15/2019,738407486.0,363250356.0,3587729796.0
Lean On (feat. Mï¿½ï¿½ & DJ Sn,Full Circle: The Live Anthology,Major Lazer,11/20/2011,2080878370.0,308933095.0,289518843.0
Spin Bout U,Her Loss,Drake,11/4/2022,356685934.0,56086730.0,229937284.0
From The Start,From The Start - Single,Laufey,5/11/2023,368256958.0,69276606.0,772554264.0
ZOOM,ZOOM,Jessi,4/13/2022,166161044.0,303569838.0,9393168416.0
Can't Feel My Face,Your Songs 2015,The Weeknd,3/2/2015,1747534539.0,1689190795.0,264572676.0
Sexy And I Know It,Sorry For Party Rocking (Japan Version),LMFAO,1/1/2011,436722440.0,1193724016.0,927660445.0
WHATS POPPIN,WHATS POPPIN,Jack Harlow,1/21/2020,819779577.0,709454117.0,2078817404.0
POR EL CONTRARIO,ESQUINAS,Becky G,9/28/2023,131938548.0,118669957.0,589093596.0
Rara Vez,Rara Vez,Taiu,2/8/2023,544165928.0,200445038.0,1522432243.0
That That (prod. & feat. SUGA of BTS),PSY 9th,PSY,4/29/2022,269491606.0,746615342.0,2432918911.0
Whoï¿½ï¿½ï¿½s Afraid of Little O,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,166168092.0,16423009.0,7202700.0
THE LONELIEST,THE LONELIEST,Mï¿½ï¿½ne,10/7/2022,330593989.0,175561257.0,270169817.0
Yeah Glo!,Yeah Glo! (Alternate Versions),GloRilla,2/8/2024,89513100.0,38613955.0,52800.0
Nunca Es Suficiente,Nunca Es Suficiente,Los ï¿½ï¿½ngeles Az,4/20/2018,478494818.0,2148970473.0,145723405.0
Copines,Copines,Aya Nakamura,8/24/2018,381322519.0,793025740.0,8503116899.0
Thank God,Different Man,Kane Brown,9/9/2022,157341967.0,98239826.0,123462516.0
TQM,TQM - Single,Fuerza Regida,5/19/2023,497682165.0,143949357.0,824220151.0
Lily,Different World,Alan Walker,12/14/2018,403860053.0,1057546150.0,1297576376.0
Massive,"Honestly, Nevermind",Drake,6/17/2022,253114498.0,42397563.0,887138394.0
a lot,i am > i was,21 Savage,12/21/2018,949835159.0,905118647.0,131214658.0
Adicto (with Anuel AA & Ozuna),Adicto (with Anuel AA & Ozuna),Tainy,8/22/2019,711861577.0,1359220447.0,185706534.0
Look What You Made Me Do,Look What You Made Me Do,Taylor Swift,8/24/2017,1152346128.0,1922214505.0,563244716.0
Young Dumb & Broke,The RCA-List (Vol. 5),Khalid,1/1/2017,1527159800.0,1270330281.0,216666194.0
In A Minute,In A Minute,Lil Baby,4/7/2022,171118535.0,238335324.0,191118526.0
Save Your Tears (with Ariana Grande) (Remix),After Hours (Deluxe),The Weeknd,3/20/2020,1549317525.0,385884628.0,426511103.0
No Se Vale,un,Camilo,2/7/2024,19388370.0,19658783.0,441343495.0
Jerusalema (feat. Nomcebo Zikode),Jerusalem,Master KG,11/29/2019,406132477.0,925222640.0,849243924.0
DENTRO DA HILUX,DENTRO DA HILUX - Single,Luan Pereira,8/24/2023,178699480.0,261753577.0,2800000.0
Funk do Patinho,Funk do Patinho,Bento e Totï¿,1/22/2022,16197748.0,967275295.0,40465134.0
El Amor de Mi Vida,El Amor de Mi Vida,Los ï¿½ï¿½ngeles Az,8/17/2023,130709283.0,248099324.0,3169042.0
Blueberry Faygo,Certified Hitmaker,Lil Mosey,11/8/2019,1295251940.0,380793694.0,1065757953.0
Jiggle Jiggle,Jiggle Jiggle,Duke & Jones,5/13/2022,121214716.0,12801028.0,14693507776.0
En la Intimidad,En la Intimidad,Big One,2/1/2023,210712407.0,379884934.0,793158034.0
Counting Stars,Native (Standard),OneRepublic,1/1/2013,2466006842.0,304524339.0,1245061983.0
Essence (feat. Tems),Essence (feat. Tems),Wizkid,10/28/2020,242254880.0,418190794.0,617402549.0
Get Into It (Yuh),Planet Her,Doja Cat,6/25/2021,603196133.0,265715680.0,7709942104.0
RAVE,RAVE,Dxrk ï¿½ï¿½ï¿½,3/18/2022,415552038.0,281772953.0,5435575162.0
No Me Conoce,No Me Conoce,Jhay Cortez,2/22/2019,49585127.0,2272109362.0,20432637.0
TOPIA TWINS,UTOPIA,Travis Scott,7/28/2023,196369387.0,26280803.0,141407787.0
Janze,Janze,Xamdam Sobirov,7/31/2023,344691.0,334194426.0,144597808.0
"O Saki Saki (From ""Batla House"")","O Saki Saki (From ""Batla House"")",Neha Kakkar,7/15/2019,144985656.0,1662729195.0,462897728.0
Always Remember Us This Way,A Star Is Born Soundtrack,Lady Gaga,10/5/2018,1269760706.0,824308720.0,573562180.0
Monotonï¿½,Monotonï¿½,Shakira,10/19/2022,498744348.0,306510173.0,38341.0
Aku Sayang Tapi Kau Tak Paham,Aku Sayang Tapi Kau Tak Paham,DJ Boneng,11/15/2023,716453.0,12045.0,100001777.0
Thought You Should Know,Thought You Should Know,Morgan Wallen,5/6/2022,340227841.0,137384524.0,28018314.0
CAIRO,CAIRO,KAROL G,11/13/2022,443093379.0,273852759.0,600184949.0
Cupido,Cupido,TINI,2/14/2023,358240136.0,216226939.0,2253379250.0
Out thï¿½ï¿½,Lyfï¿,Yeat,9/9/2022,338097605.0,54214841.0,117839587.0
Home,Home - Single,Good Neighbours,1/17/2024,205068203.0,8916657.0,24837700.0
Sobrio,Sobrio,Maluma,7/8/2021,600199930.0,743954914.0,254681143.0
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,6/2/2023,247682011.0,81060467.0,38882669.0
Praise The Lord (Da Shine) (feat. Skepta),TESTING,A$AP Rocky,5/25/2018,1244981489.0,847656575.0,650317525.0
Se Acabï¿½ï¿½ la Cuaren,Viva el Perreo,Jowell & Randy,8/6/2020,73468394.0,73136867.0,2985601079.0
Look Back At It,Look Back At It,A Boogie Wit da Hoodie,12/7/2018,769061748.0,233288549.0,250645860.0
End of Beginning,DECIDE,Djo,9/16/2022,710784872.0,44322144.0,1027806256.0
K-POP,K-POP (Chopped & Screwed),Travis Scott,7/18/2023,285481590.0,40688228.0,129035232.0
favorite,favorite - EP,Isabel LaRosa,3/29/2024,123802404.0,21277734.0,20879200.0
You & Me,JENNIE Special Single [You & Me],JENNIE,10/6/2023,183134509.0,164326447.0,518880479.0
Tattoo,Tattoo,Rauw Alejandro,2/13/2020,341742937.0,1281379386.0,650666266.0
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),So Fresh The Hits of Summer 2011 + The Best Of 2010,Shakira,1/1/2010,829352129.0,4062829308.0,5938511405.0
no tears left to cry,No Tears Left To Cry,Ariana Grande,4/20/2018,1331371819.0,1426855223.0,219920452.0
Upside Down,Upside Down,JVKE,8/18/2020,121391098.0,19099476.0,1710758827.0
Nosso Quadro,AgroPlay Verï¿½ï¿½o V,AgroPlay,2/2/2023,423018422.0,361813279.0,277692228.0
Genda Phool (feat. Payal Dev),Genda Phool (feat. Payal Dev),Badshah,3/26/2020,86295058.0,1022945729.0,1953198700.0
Pure Cocaine,Street Gossip,Lil Baby,11/30/2018,652559944.0,317320682.0,62837382.0
Pretty Little Poison,Pretty Little Poison - Single,Warren Zeiders,3/17/2023,142512477.0,56277759.0,109014578.0
Corazï¿½ï¿½n Roto - R,Corazï¿½ï¿½n Roto (Re,Brray,4/7/2023,203212015.0,178302256.0,359964365.0
Summer,Todo Exitos 2014 (Los Nï¿½ï¿½mero 1 Del A,Calvin Harris,1/1/2014,1497564072.0,1989930606.0,1214191679.0
Murder On My Mind,Murder On My Mind,YNW Melly,6/1/2018,1055558326.0,952644680.0,350694950.0
You Are The Reason,You Are The Reason,Calum Scott,11/17/2017,1042531612.0,1425188874.0,1930209423.0
Bad Liar,Bad Liar,Imagine Dragons,11/6/2018,1056929910.0,908433462.0,2058078137.0
Wild Ones (feat. Jelly Roll),Wild Ones (feat. Jelly Roll),Jessie Murph,10/6/2023,165347464.0,43792907.0,7395640.0
ROXANNE,ROXANNE,Arizona Zervas,10/10/2019,1474968552.0,473697535.0,4972391653.0
Softly,Making Memories,Karan Aujla,8/18/2023,150073848.0,232389376.0,169068391.0
Tacones Rojos,Tacones Rojos,Sebastian Yatra,10/22/2021,641756842.0,558812868.0,855230861.0
family ties,family ties - Single,Baby Keem,8/27/2021,786298066.0,63403993.0,532021210.0
Whatever It Takes,Whatever It Takes,Imagine Dragons,5/9/2017,1257258072.0,1192880501.0,340416328.0
POP!,IM NAYEON,NAYEON,6/24/2022,296828933.0,407776018.0,5178604164.0
Lonely At The Top,Work Of Art,Asake,6/15/2023,84655991.0,75076449.0,382487197.0
ecstacy (slowed),ecstacy (slowed),SUICIDAL-IDOL,6/6/2023,242661037.0,51722759.0,646143014.0
Si Se Da,Si Se Da,Myke Towers,2/26/2019,317223968.0,1867482161.0,14034398.0
Holy (feat. Chance The Rapper),Holy,Justin Bieber,9/18/2020,787546548.0,396861382.0,561056269.0
No Role Modelz,2014 Forest Hills Drive,J. Cole,12/9/2014,2235160830.0,656310159.0,885273359.0
Symphony (feat. Zara Larsson),Symphony (feat. Zara Larsson),Clean Bandit,3/16/2017,1456894713.0,1523128022.0,386013926.0
Rain On Me (with Ariana Grande),Rain On Me (with Ariana Grande),Lady Gaga,5/22/2020,1060378159.0,514581598.0,538854965.0
10:35,10:35,Tiï¿½ï¿,11/3/2022,539802784.0,94379586.0,119710596.0
One Right Now (with The Weeknd),One Right Now,Post Malone,11/5/2021,631789333.0,182180447.0,181078488.0
A Thousand Years,A Thousand Years,Christina Perri,10/18/2011,1654956613.0,2989286684.0,8594414469.0
Secreto,Secreto,Anuel AA,1/15/2019,759388276.0,1595484197.0,543804719.0
